Sport,Gender,Event,Medal,Team
Short Track Speed Skating,M,1500m Short Track,SILVER,China
Short Track Speed Skating,M,1500m Short Track,BRONZE,Canada
Short Track Speed Skating,F,1500m Short Track,GOLD,South Korea
Short Track Speed Skating,F,1500m Short Track,SILVER,South Korea
Short Track Speed Skating,F,1500m Short Track,BRONZE,Bulgaria
Short Track Speed Skating,M,5000m Short Track Relay,SILVER,Italy
Skeleton,M,Individual,SILVER,Austria
Skeleton,M,Individual,BRONZE,Switzerland
Skeleton,F,Individual,GOLD,United States
Skeleton,F,Individual,SILVER,United States
Skeleton,F,Individual,BRONZE,Great Britain
Ski Jumping,M,Normal Hill,GOLD,Switzerland
Ski Jumping,M,Normal Hill,SILVER,Germany
Ski Jumping,M,Normal Hill,BRONZE,Poland
Ski Jumping,M,Large Hill,GOLD,Switzerland
Ski Jumping,M,Large Hill,SILVER,Poland
Ski Jumping,M,Team,SILVER,Finland
Ski Jumping,M,Team,BRONZE,Slovenia
Snowboarding,M,Halfpipe,GOLD,United States
Snowboarding,M,Halfpipe,SILVER,United States
Snowboarding,F,Halfpipe,GOLD,United States
Snowboarding,F,Halfpipe,SILVER,France
Snowboarding,F,Halfpipe,BRONZE,Switzerland
Snowboarding,M,Parallel Giant Slalom,GOLD,Switzerland
Snowboarding,M,Parallel Giant Slalom,SILVER,Sweden
Snowboarding,M,Parallel Giant Slalom,BRONZE,United States
Snowboarding,F,Parallel Giant Slalom,SILVER,France
Snowboarding,F,Parallel Giant Slalom,BRONZE,Italy
Speed Skating,F,500m,SILVER,Germany
Speed Skating,M,1000m,BRONZE,United States
Speed Skating,F,3000m,SILVER,Netherlands
Speed Skating,F,3000m,BRONZE,Canada
Speed Skating,M,5000m,BRONZE,Germany
Speed Skating,F,5000m,SILVER,Netherlands
Speed Skating,F,5000m,BRONZE,Canada
Archery,M,Individual,GOLD,Italy
Archery,M,Individual,BRONZE,Australia
Archery,F,Individual,BRONZE,Great Britain
Archery,M,Team,SILVER,Taiwan
Archery,M,Team,BRONZE,Ukraine
Archery,F,Team,BRONZE,Taiwan
Athletics,M,100m,SILVER,Portugal
Athletics,F,100m,GOLD,Belarus
Athletics,F,200m,GOLD,Jamaica
Athletics,F,200m,BRONZE,Bahamas
Athletics,F,400m,GOLD,Bahamas
Athletics,F,400m,SILVER,Mexico
Athletics,F,400m,BRONZE,Russia
Athletics,M,800m,GOLD,Russia
Athletics,M,800m,BRONZE,Denmark
Athletics,F,800m,SILVER,Morocco
Athletics,F,800m,BRONZE,Slovenia
Athletics,M,1500m,GOLD,Morocco
Athletics,M,1500m,BRONZE,Portugal
Athletics,F,1500m,GOLD,Great Britain
Athletics,F,1500m,SILVER,Russia
Athletics,M,5000m,SILVER,Ethiopia
Athletics,F,5000m,GOLD,Ethiopia
Athletics,M,10000m,BRONZE,Eritrea
Athletics,F,10000m,GOLD,China
Athletics,M,Marathon,BRONZE,Brazil
Athletics,F,Marathon,SILVER,Kenya
Athletics,F,Marathon,BRONZE,United States
Athletics,F,100m Hurdles,SILVER,Ukraine
Athletics,M,110m Hurdles,GOLD,China
Athletics,M,110m Hurdles,BRONZE,Cuba
Athletics,M,400m Hurdles,GOLD,Dominican Republic
Athletics,M,400m Hurdles,BRONZE,France
Athletics,F,400m Hurdles,GOLD,Greece
Athletics,F,400m Hurdles,SILVER,Romania
Athletics,F,400m Hurdles,BRONZE,Ukraine
Athletics,M,4x100m Relay,BRONZE,Nigeria
Athletics,F,4x100m Relay,GOLD,Jamaica
Athletics,F,4x100m Relay,SILVER,Russia
Athletics,F,4x100m Relay,BRONZE,France
Athletics,F,4x400m Relay,SILVER,Russia
Athletics,F,4x400m Relay,BRONZE,Jamaica
Athletics,M,20km Walk,SILVER,Spain
Athletics,M,20km Walk,BRONZE,Australia
Athletics,F,20km Walk,GOLD,Greece
Athletics,F,20km Walk,SILVER,Russia
Athletics,F,20km Walk,BRONZE,Australia
Athletics,M,50km Walk,BRONZE,Russia
Athletics,M,High Jump,GOLD,Sweden
Athletics,M,High Jump,BRONZE,Czech Republic
Athletics,M,Long Jump,BRONZE,Spain
Athletics,F,Long Jump,GOLD,Russia
Athletics,F,Long Jump,SILVER,Russia
Athletics,F,Long Jump,BRONZE,Russia
Athletics,M,Triple Jump,SILVER,Romania
Athletics,F,Triple Jump,GOLD,Cameroon
Athletics,F,Triple Jump,SILVER,Greece
Athletics,F,Triple Jump,BRONZE,Russia
Athletics,M,Pole Vault,BRONZE,Italy
Athletics,F,Pole Vault,GOLD,Russia
Athletics,F,Pole Vault,SILVER,Russia
Athletics,F,Pole Vault,BRONZE,Poland
Athletics,M,Discus Throw,SILVER,Hungary
Athletics,M,Discus Throw,BRONZE,Estonia
Athletics,F,Discus Throw,GOLD,Russia
Athletics,M,Hammer Throw,GOLD,Japan
Athletics,M,Hammer Throw,SILVER,Belarus
Athletics,M,Hammer Throw,BRONZE,Turkey
Athletics,F,Hammer Throw,GOLD,Russia
Athletics,F,Hammer Throw,SILVER,Cuba
Athletics,F,Hammer Throw,BRONZE,Cuba
Athletics,M,Javelin Throw,SILVER,Latvia
Athletics,F,Javelin Throw,BRONZE,Greece
Athletics,M,Shot Put,GOLD,Great Britain
Athletics,M,Shot Put,BRONZE,Denmark
Athletics,F,Shot Put,GOLD,Cuba
Athletics,F,Heptathlon,GOLD,Sweden
Athletics,F,Heptathlon,SILVER,Lithuania
Athletics,M,Decathlon,GOLD,Czech Republic
Athletics,M,Decathlon,BRONZE,Kazakhstan
Badminton,M,Singles,SILVER,South Korea
Badminton,F,Singles,SILVER,Netherlands
Badminton,M,Mixed Doubles,SILVER,Great Britain
Badminton,F,Mixed Doubles,SILVER,Great Britain
Badminton,M,Mixed Doubles,BRONZE,Denmark
Badminton,F,Mixed Doubles,BRONZE,Denmark
Baseball,M,Team,SILVER,Australia
Basketball,M,Team,GOLD,Argentina
Basketball,F,Team,BRONZE,Russia
Beach Volleyball,M,Beach Volleyball (Pairs),GOLD,Brazil
Beach Volleyball,M,Beach Volleyball (Pairs),SILVER,Spain
Beach Volleyball,M,Beach Volleyball (Pairs),BRONZE,Switzerland
Beach Volleyball,F,Beach Volleyball (Pairs),GOLD,United States
Beach Volleyball,F,Beach Volleyball (Pairs),BRONZE,United States
Boxing,M,Light Flyweight,SILVER,Turkey
Boxing,M,Light Flyweight,BRONZE,Russia
Boxing,M,Light Flyweight,BRONZE,China
Boxing,M,Flyweight,BRONZE,Azerbaijan
Boxing,M,Bantamweight,SILVER,Thailand
Boxing,M,Bantamweight,BRONZE,Azerbaijan
Boxing,M,Bantamweight,BRONZE,Uzbekistan
Boxing,M,Featherweight,GOLD,Russia
Boxing,M,Featherweight,SILVER,North Korea
Boxing,M,Lightweight,BRONZE,Kazakhstan
Boxing,M,Light Welterweight,GOLD,Thailand
Boxing,M,Welterweight,GOLD,Kazakhstan
Boxing,M,Welterweight,BRONZE,South Korea
Boxing,M,Welterweight,BRONZE,Russia
Boxing,M,Middleweight,GOLD,Russia
Boxing,M,Middleweight,SILVER,Kazakhstan
Boxing,M,Middleweight,BRONZE,Thailand
Boxing,M,Light Heavyweight,SILVER,Belarus
Boxing,M,Light Heavyweight,BRONZE,Egypt
Boxing,M,Heavyweight,SILVER,Belarus
Boxing,M,Heavyweight,BRONZE,Egypt
Boxing,M,Heavyweight,BRONZE,Syria
Boxing,M,Super Heavyweight,GOLD,Russia
Boxing,M,Super Heavyweight,SILVER,Egypt
Boxing,M,Super Heavyweight,BRONZE,Cuba
Canoeing,M,K1 500m Kayak Singles,GOLD,Canada
Canoeing,M,K1 500m Kayak Singles,BRONZE,Great Britain
Canoeing,F,K1 500m Kayak Singles,SILVER,Italy
Canoeing,F,K1 500m Kayak Singles,BRONZE,Canada
Canoeing,M,K1 1000m Kayak Singles,SILVER,New Zealand
Canoeing,M,K1 1000m Kayak Singles,BRONZE,Canada
Canoeing,M,K1 Kayak Slalom Singles,GOLD,France
Canoeing,M,K1 Kayak Slalom Singles,BRONZE,France
Canoeing,F,K1 Kayak Slalom Singles,GOLD,Slovakia
Canoeing,F,K1 Kayak Slalom Singles,BRONZE,Great Britain
Canoeing,M,K2 500m Kayak Pairs,BRONZE,Belarus
Canoeing,F,K2 500m Kayak Pairs,GOLD,Hungary
Canoeing,M,K2 1000m Kayak Pairs,SILVER,Italy
Canoeing,M,K2 1000m Kayak Pairs,BRONZE,Norway
Canoeing,F,K4 500m Kayak Fours,BRONZE,Ukraine
Canoeing,M,K4 1000m Kayak Fours,BRONZE,Slovakia
Canoeing,M,C1 500m Canadian Singles,GOLD,Germany
Canoeing,M,C1 500m Canadian Singles,SILVER,Spain
Canoeing,M,C1 500m Canadian Singles,BRONZE,Russia
Canoeing,M,C1 1000m Canadian Singles,GOLD,Spain
Canoeing,M,C1 1000m Canadian Singles,SILVER,Germany
Canoeing,M,C1 Canadian Slalom Singles,BRONZE,Germany
Canoeing,M,C2 500m Canadian Pairs,GOLD,China
Canoeing,M,C2 500m Canadian Pairs,SILVER,Cuba
Canoeing,M,C2 500m Canadian Pairs,BRONZE,Russia
Canoeing,M,C2 Canadian Slalom Pairs,SILVER,Germany
Canoeing,M,C2 1000m Canadian Pairs,SILVER,Russia
Cycling,M,Individual Road Race,SILVER,Portugal
Cycling,F,Individual Road Race,BRONZE,Russia
Cycling,M,Individual Road Time Trial,SILVER,United States
Cycling,M,Individual Road Time Trial,BRONZE,Australia
Cycling,F,Individual Road Time Trial,BRONZE,Switzerland
Cycling,M,Individual Sprint,GOLD,Australia
Cycling,F,Individual Sprint,GOLD,Canada
Cycling,F,Individual Sprint,BRONZE,Australia
Cycling,F,500m Time Trial,GOLD,Australia
Cycling,F,500m Time Trial,SILVER,China
Cycling,F,500m Time Trial,BRONZE,Belarus
Cycling,M,Keirin,GOLD,Australia
Cycling,M,Keirin,SILVER,Spain
Cycling,M,Keirin,BRONZE,Australia
Cycling,M,Team Sprint,GOLD,Germany
Cycling,M,Team Sprint,SILVER,Japan
Cycling,M,Team Sprint,BRONZE,France
Cycling,M,Individual Pursuit,BRONZE,Spain
Cycling,F,Individual Pursuit,GOLD,New Zealand
Cycling,F,Individual Pursuit,BRONZE,Netherlands
Cycling,M,Team Pursuit,BRONZE,Spain
Cycling,M,Points Race,GOLD,Russia
Cycling,M,Points Race,SILVER,Spain
Cycling,M,Points Race,BRONZE,Germany
Cycling,F,Points Race,GOLD,Russia
Cycling,F,Points Race,SILVER,Mexico
Cycling,F,Points Race,BRONZE,Colombia
Cycling,M,Madison,SILVER,Switzerland
Cycling,M,Madison,BRONZE,Great Britain
Cycling,M,"Mountainbike, Cross-country",SILVER,Spain
Cycling,M,"Mountainbike, Cross-country",BRONZE,Netherlands
Cycling,F,"Mountainbike, Cross-country",GOLD,Norway
Cycling,F,"Mountainbike, Cross-country",BRONZE,Germany
Diving,M,Springboard,SILVER,Canada
Diving,F,Springboard,BRONZE,Russia
Diving,M,Platform,SILVER,Australia
Diving,F,Platform,GOLD,Australia
Diving,F,Platform,BRONZE,Australia
Diving,M,Synchronised Springboard,GOLD,Greece
Diving,M,Synchronised Springboard,SILVER,Germany
Diving,F,Synchronised Springboard,GOLD,China
Diving,F,Synchronised Springboard,SILVER,Russia
Diving,F,Synchronised Springboard,BRONZE,Australia
Diving,M,Synchronised Platform,GOLD,China
Diving,M,Synchronised Platform,SILVER,Great Britain
Diving,M,Synchronised Platform,BRONZE,Australia
Diving,F,Synchronised Platform,SILVER,Russia
Diving,F,Synchronised Platform,BRONZE,Canada
Equestrian,F,"Dressage, Individual",BRONZE,Spain
Equestrian,M,"Dressage, Team",SILVER,Spain
Equestrian,F,"Dressage, Team",SILVER,Spain
Equestrian,M,"Jumping, Individual",GOLD,Brazil
Equestrian,M,"Jumping, Team",SILVER,Sweden
Equestrian,F,"Jumping, Team",SILVER,Sweden
Equestrian,M,"Three-Day Event, Team",GOLD,France
Equestrian,F,"Three-Day Event, Team",BRONZE,United States
Fencing,M,"Foil, Team",BRONZE,Russia
Fencing,M,"Épée, Individual",GOLD,Switzerland
Fencing,M,"Épée, Individual",SILVER,China
Fencing,M,"Épée, Individual",BRONZE,Russia
Fencing,M,"Épée, Team",BRONZE,Germany
Fencing,F,"Épée, Team",SILVER,Germany
Fencing,F,"Épée, Team",BRONZE,France
Fencing,M,"Sabre, Individual",BRONZE,Ukraine
Fencing,F,"Sabre, Individual",GOLD,United States
Fencing,F,"Sabre, Individual",SILVER,China
Fencing,F,"Sabre, Individual",BRONZE,United States
Fencing,M,"Sabre, Team",GOLD,France
Fencing,M,"Sabre, Team",BRONZE,Russia
Field Hockey,M,Team,GOLD,Australia
Field Hockey,F,Team,GOLD,Germany
Field Hockey,F,Team,SILVER,Netherlands
Field Hockey,F,Team,BRONZE,Argentina
Football,M,Team Soccer,GOLD,Argentina
Football,M,Team Soccer,SILVER,Paraguay
Football,F,Team Soccer,SILVER,Brazil
Gymnastics,M,Individual All-around,GOLD,United States
Gymnastics,M,Individual All-around,SILVER,South Korea
Gymnastics,M,Individual All-around,BRONZE,South Korea
Gymnastics,F,Individual All-around,SILVER,Russia
Gymnastics,M,Team All-Around,BRONZE,Romania
Gymnastics,F,Team All-Around,BRONZE,Russia
Gymnastics,M,Floor Exercises,GOLD,Canada
Gymnastics,M,Floor Exercises,SILVER,Romania
Gymnastics,F,Floor Exercises,BRONZE,Spain
Gymnastics,M,Horse Vault,SILVER,Latvia
Gymnastics,M,Horse Vault,BRONZE,Romania
Gymnastics,M,Horizontal Bar,GOLD,Italy
Gymnastics,M,Horizontal Bar,SILVER,United States
Gymnastics,M,Rings,SILVER,Bulgaria
Gymnastics,F,Uneven Bars,GOLD,France
Handball,M,Team,SILVER,Germany
Handball,M,Team,BRONZE,Russia
Handball,F,Team,BRONZE,Ukraine
Judo,M,Extra Lightweight,SILVER,Georgia
Judo,M,Extra Lightweight,BRONZE,South Korea
Judo,F,Extra Lightweight,SILVER,France
Judo,F,Extra Lightweight,BRONZE,China
Judo,M,Half Lightweight,SILVER,Slovakia
Judo,F,Half Lightweight,GOLD,China
Judo,F,Half Lightweight,BRONZE,Belgium
Judo,M,Lightweight,SILVER,Russia
Judo,F,Lightweight,GOLD,Germany
Judo,F,Lightweight,SILVER,North Korea
Judo,F,Lightweight,BRONZE,Netherlands
Judo,M,Half Middleweight,GOLD,Greece
Judo,M,Half Middleweight,SILVER,Ukraine
Judo,M,Half Middleweight,BRONZE,Russia
Judo,M,Half Middleweight,BRONZE,Brazil
Judo,F,Half Middleweight,SILVER,Austria
Judo,F,Half Middleweight,BRONZE,Cuba
Judo,F,Half Middleweight,BRONZE,Slovenia
Judo,M,Middleweight,GOLD,Georgia
Judo,M,Middleweight,SILVER,Japan
Judo,M,Middleweight,BRONZE,Russia
Judo,F,Middleweight,GOLD,Japan
Judo,F,Middleweight,SILVER,Netherlands
Judo,F,Middleweight,BRONZE,Germany
Judo,M,Half Heavyweight,GOLD,Belarus
Judo,M,Half Heavyweight,BRONZE,Germany
Judo,M,Half Heavyweight,BRONZE,Israel
Judo,F,Half Heavyweight,GOLD,Japan
Judo,F,Half Heavyweight,SILVER,China
Judo,M,Heavyweight,SILVER,Russia
Judo,M,Heavyweight,BRONZE,Netherlands
Judo,F,Heavyweight,GOLD,Japan
Judo,F,Heavyweight,BRONZE,Russia
Judo,F,Heavyweight,BRONZE,China
Modern Pentathlon,M,Individual,SILVER,Lithuania
Modern Pentathlon,M,Individual,BRONZE,Czech Republic
Modern Pentathlon,F,Individual,GOLD,Hungary
Modern Pentathlon,F,Individual,SILVER,Latvia
Rhythmic Gymnastics,F,Team All-Around,SILVER,Italy
Rhythmic Gymnastics,F,Team All-Around,BRONZE,Bulgaria
Rowing,M,Single Sculls,GOLD,Norway
Rowing,M,Single Sculls,SILVER,Estonia
Rowing,M,Single Sculls,BRONZE,Bulgaria
Rowing,F,Single Sculls,GOLD,Germany
Rowing,F,Single Sculls,SILVER,Belarus
Rowing,M,Quadruple Sculls,GOLD,Russia
Rowing,M,Quadruple Sculls,SILVER,Czech Republic
Rowing,M,Quadruple Sculls,BRONZE,Ukraine
Rowing,F,Quadruple Sculls,BRONZE,Australia
Rowing,M,Lightweight Double Sculls,SILVER,France
Rowing,M,Lightweight Double Sculls,BRONZE,Greece
Rowing,F,Lightweight Double Sculls,BRONZE,Netherlands
Rowing,M,Lightweight Coxless Fours,BRONZE,Italy
Rowing,M,Double Sculls,GOLD,France
Rowing,M,Double Sculls,SILVER,Slovenia
Rowing,F,Double Sculls,GOLD,New Zealand
Rowing,F,Double Sculls,SILVER,Germany
Rowing,F,Double Sculls,BRONZE,Great Britain
Rowing,M,Coxless Pairs,GOLD,Australia
Rowing,M,Coxless Pairs,SILVER,Croatia
Rowing,M,Coxless Pairs,BRONZE,South Africa
Rowing,F,Coxless Pairs,SILVER,Great Britain
Rowing,F,Coxless Pairs,BRONZE,Belarus
Rowing,M,Coxed Eights,SILVER,Netherlands
Rowing,F,Coxed Eights,SILVER,United States
Sailing,M,Windsurfing,GOLD,Israel
Sailing,M,Windsurfing,SILVER,Greece
Sailing,M,Windsurfing,BRONZE,Great Britain
Sailing,F,Windsurfing,GOLD,France
Sailing,M,One Person Dinghy,SILVER,Spain
Sailing,M,One Person Dinghy,BRONZE,Poland
Sailing,F,One Person Dinghy,SILVER,Czech Republic
Sailing,F,One Person Dinghy,BRONZE,Denmark
Sailing,M,Two Person Dinghy,GOLD,United States
Sailing,M,Two Person Dinghy,BRONZE,Japan
Sailing,F,Two Person Dinghy,GOLD,Greece
Sailing,F,Two Person Dinghy,SILVER,Spain
Sailing,F,Two Person Dinghy,BRONZE,Sweden
Sailing,M,Two Person Keelboat,GOLD,Brazil
Sailing,M,Two Person Keelboat,SILVER,Canada
Sailing,M,Two Person Keelboat,BRONZE,France
Sailing,M,Mixed One Person Dinghy,BRONZE,Slovenia
Sailing,M,49er (Mixed Skiff),GOLD,Spain
Sailing,M,49er (Mixed Skiff),SILVER,Ukraine
Sailing,M,49er (Mixed Skiff),BRONZE,Great Britain
Sailing,M,Tornado (Mixed Multihull),BRONZE,Argentina
Sailing,F,Three Person Keelboat,GOLD,Great Britain
Sailing,F,Three Person Keelboat,SILVER,Ukraine
Sailing,F,Three Person Keelboat,BRONZE,Denmark
Shooting,M,10m Air Pistol,SILVER,Russia
Shooting,M,10m Air Pistol,BRONZE,Russia
Shooting,F,10m Air Pistol,GOLD,Great Britain
Shooting,F,10m Air Pistol,SILVER,Serbia and Montenegro
Shooting,M,10m Air Rifle,SILVER,China
Shooting,M,10m Air Rifle,BRONZE,Slovakia
Shooting,F,10m Air Rifle,GOLD,China
Shooting,F,10m Air Rifle,SILVER,Russia
Shooting,F,10m Air Rifle,BRONZE,Czech Republic
Shooting,M,10m Running Target,SILVER,Russia
Shooting,M,10m Running Target,BRONZE,Russia
Shooting,M,25m Rapid-Fire Pistol,SILVER,Russia
Shooting,M,25m Rapid-Fire Pistol,BRONZE,Russia
Shooting,F,25m Sporting Pistol,SILVER,Czech Republic
Shooting,F,25m Sporting Pistol,BRONZE,Azerbaijan
Shooting,M,50m Free Pistol,SILVER,South Korea
Shooting,M,50m Free Pistol,BRONZE,North Korea
Shooting,M,"50m Small-bore Rifle, prone",SILVER,Germany
Shooting,M,"50m Small-Bore Rifle, Three Positions",GOLD,China
Shooting,F,"50m Small-Bore Rifle, Three Positions",GOLD,Russia
Shooting,F,"50m Small-Bore Rifle, Three Positions",SILVER,Italy
Shooting,F,"50m Small-Bore Rifle, Three Positions",BRONZE,China
Shooting,M,Trap,GOLD,Russia
Shooting,M,Trap,BRONZE,Australia
Shooting,F,Trap,GOLD,Australia
Shooting,F,Trap,SILVER,Spain
Shooting,F,Trap,BRONZE,South Korea
Shooting,M,"Trap, Double",GOLD,United Arab Emirates
Shooting,M,"Trap, Double",SILVER,India
Shooting,F,"Trap, Double",SILVER,South Korea
Shooting,F,"Trap, Double",BRONZE,China
Shooting,M,Skeet,SILVER,Finland
Shooting,F,Skeet,GOLD,Hungary
Shooting,F,Skeet,SILVER,China
Shooting,F,Skeet,BRONZE,Azerbaijan
Softball,F,Team,SILVER,Australia
Softball,F,Team,BRONZE,Japan
Swimming,M,50m Freestyle,SILVER,Croatia
Swimming,M,50m Freestyle,BRONZE,South Africa
Swimming,F,50m Freestyle,SILVER,France
Swimming,F,50m Freestyle,BRONZE,Australia
Swimming,M,100m Freestyle,SILVER,South Africa
Swimming,M,200m Freestyle,SILVER,Netherlands
Swimming,F,200m Freestyle,GOLD,Romania
Swimming,F,200m Freestyle,SILVER,Italy
Swimming,F,200m Freestyle,BRONZE,France
Swimming,F,400m Freestyle,GOLD,France
Swimming,F,400m Freestyle,SILVER,Poland
Swimming,F,800m Freestyle,GOLD,Japan
Swimming,F,800m Freestyle,SILVER,France
Swimming,M,4x100m Freestyle Relay,GOLD,South Africa
Swimming,M,4x100m Freestyle Relay,SILVER,Netherlands
Swimming,M,4x100m Freestyle Relay,BRONZE,United States
Swimming,M,4x200m Freestyle Relay,BRONZE,Italy
Swimming,F,4x200m Freestyle Relay,SILVER,China
Swimming,M,100m Backstroke,SILVER,Austria
Swimming,F,100m Backstroke,SILVER,Zimbabwe
Swimming,F,100m Backstroke,BRONZE,France
Swimming,M,200m Backstroke,BRONZE,Romania
Swimming,F,200m Backstroke,GOLD,Zimbabwe
Swimming,F,200m Backstroke,SILVER,Russia
Swimming,M,100m Breaststroke,BRONZE,France
Swimming,F,100m Breaststroke,GOLD,China
Swimming,M,100m Butterfly,BRONZE,Ukraine
Swimming,F,100m Butterfly,SILVER,Poland
Swimming,F,100m Butterfly,BRONZE,Netherlands
Swimming,M,200m Butterfly,BRONZE,Great Britain
Swimming,F,200m Butterfly,GOLD,Poland
Swimming,F,200m Butterfly,BRONZE,Japan
Swimming,M,200m Individual Medley,BRONZE,Trinidad & Tobago
Swimming,F,200m Individual Medley,BRONZE,Zimbabwe
Swimming,F,400m Individual Medley,BRONZE,Argentina
Swimming,F,4x100m Medley Relay,GOLD,Australia
Synchronized Swimming,F,Duet,BRONZE,United States
Synchronized Swimming,F,Team,BRONZE,United States
Table Tennis,F,Singles,SILVER,North Korea
Table Tennis,M,Doubles,SILVER,Hong Kong
Table Tennis,M,Doubles,BRONZE,Denmark
Table Tennis,F,Doubles,SILVER,South Korea
Table Tennis,F,Doubles,BRONZE,China
Taekwondo,M,Flyweight,GOLD,Taiwan
Taekwondo,M,Flyweight,SILVER,Mexico
Taekwondo,M,Flyweight,BRONZE,Egypt
Taekwondo,F,Flyweight,GOLD,Taiwan
Taekwondo,F,Flyweight,BRONZE,Thailand
Taekwondo,M,Featherweight,GOLD,Iran
Taekwondo,M,Featherweight,SILVER,Taiwan
Taekwondo,M,Featherweight,BRONZE,South Korea
Taekwondo,F,Featherweight,SILVER,United States
Taekwondo,F,Featherweight,BRONZE,Mexico
Taekwondo,M,Welterweight,GOLD,United States
Taekwondo,M,Welterweight,SILVER,Turkey
Taekwondo,M,Welterweight,BRONZE,Iran
Taekwondo,F,Welterweight,GOLD,China
Taekwondo,F,Welterweight,SILVER,Greece
Taekwondo,F,Welterweight,BRONZE,South Korea
Taekwondo,M,Heavyweight,SILVER,Greece
Taekwondo,F,Heavyweight,SILVER,France
Taekwondo,F,Heavyweight,BRONZE,Venezuela
Tennis,M,Singles,GOLD,Chile
Tennis,M,Singles,BRONZE,Chile
Tennis,F,Singles,GOLD,Belgium
Tennis,F,Singles,BRONZE,Australia
Tennis,M,Doubles,GOLD,Chile
Tennis,M,Doubles,SILVER,Germany
Tennis,F,Doubles,GOLD,China
Tennis,F,Doubles,BRONZE,Argentina
Trampolining,M,Individual,GOLD,Great Britain
Trampolining,M,Individual,SILVER,Russia
Trampolining,M,Individual,BRONZE,Germany
Trampolining,F,Individual,GOLD,Germany
Trampolining,F,Individual,SILVER,Canada
Trampolining,F,Individual,BRONZE,China
Triathlon,M,Individual,GOLD,New Zealand
Triathlon,M,Individual,SILVER,New Zealand
Triathlon,M,Individual,BRONZE,Switzerland
Triathlon,F,Individual,GOLD,Austria
Triathlon,F,Individual,BRONZE,United States
Volleyball,M,"Indoor, Teams",BRONZE,Russia
Volleyball,F,"Indoor, Teams",BRONZE,Cuba
Water Polo,M,Team,SILVER,Yugoslav Federation
Water Polo,M,Team,BRONZE,Russia
Water Polo,F,Team,GOLD,Italy
Water Polo,F,Team,SILVER,Greece
Water Polo,F,Team,BRONZE,United States
Weightlifting,M,Bantamweight,BRONZE,Turkey
Weightlifting,M,Featherweight,SILVER,China
Weightlifting,M,Featherweight,BRONZE,Venezuela
Weightlifting,F,Featherweight,GOLD,Thailand
Weightlifting,F,Featherweight,SILVER,Indonesia
Weightlifting,F,Featherweight,BRONZE,Colombia
Weightlifting,F,Flyweight,GOLD,Turkey
Weightlifting,F,Flyweight,SILVER,China
Weightlifting,F,Flyweight,BRONZE,Thailand
Weightlifting,M,Lightweight,SILVER,South Korea
Weightlifting,M,Lightweight,BRONZE,Croatia
Weightlifting,F,Lightweight,GOLD,China
Weightlifting,M,Middleweight,GOLD,Turkey
Weightlifting,M,Middleweight,SILVER,Kazakhstan
Weightlifting,M,Middleweight,BRONZE,Turkey
Weightlifting,F,Middleweight,GOLD,Great Britain
Weightlifting,F,Middleweight,SILVER,Belarus
Weightlifting,F,Middleweight,BRONZE,Belarus
Weightlifting,M,Light Heavyweight,GOLD,Georgia
Weightlifting,M,Light Heavyweight,SILVER,Belarus
Weightlifting,M,Light Heavyweight,BRONZE,Greece
Weightlifting,F,Light Heavyweight,BRONZE,Russia
Weightlifting,M,Middle Heavyweight,SILVER,Russia
Weightlifting,M,Heavyweight,GOLD,Russia
Weightlifting,M,Heavyweight,BRONZE,Russia
Weightlifting,F,Heavyweight,GOLD,Thailand
Weightlifting,F,Heavyweight,SILVER,Russia
Weightlifting,F,Heavyweight,BRONZE,Russia
Weightlifting,M,Super Heavyweight,SILVER,Latvia
Weightlifting,M,Super Heavyweight,BRONZE,Bulgaria
Weightlifting,F,Super Heavyweight,SILVER,South Korea
Weightlifting,F,Super Heavyweight,BRONZE,Poland
Wrestling,M,Freestyle Featherweight,GOLD,Russia
Wrestling,F,Freestyle Flyweight,GOLD,Great Britain
Wrestling,F,Freestyle Flyweight,SILVER,Japan
Wrestling,F,Freestyle Flyweight,BRONZE,United States
Wrestling,M,Freestyle Lightweight,GOLD,Cuba
Wrestling,M,Freestyle Lightweight,SILVER,Iran
Wrestling,F,Freestyle Lightweight,GOLD,Japan
Wrestling,F,Freestyle Lightweight,SILVER,Canada
Wrestling,F,Freestyle Lightweight,BRONZE,France
Wrestling,M,Freestyle Welterweight,GOLD,Great Britain
Wrestling,M,Freestyle Welterweight,BRONZE,Russia
Wrestling,M,Freestyle Middleweight,SILVER,Kazakhstan
Wrestling,M,Freestyle Middleweight,BRONZE,Cuba
Wrestling,F,Freestyle Middleweight,GOLD,Japan
Wrestling,F,Freestyle Middleweight,SILVER,United States
Wrestling,F,Freestyle Middleweight,BRONZE,France
Wrestling,M,Freestyle Light Heavyweight,SILVER,South Korea
Wrestling,M,Freestyle Light Heavyweight,BRONZE,Russia
Wrestling,M,Freestyle Heavyweight,SILVER,Uzbekistan
Wrestling,M,Freestyle Heavyweight,BRONZE,Iran
Wrestling,F,Freestyle Heavyweight,GOLD,China
Wrestling,F,Freestyle Heavyweight,SILVER,Russia
Wrestling,F,Freestyle Heavyweight,BRONZE,Japan
Wrestling,M,Freestyle Super Heavyweight,GOLD,Uzbekistan
Wrestling,M,Freestyle Super Heavyweight,SILVER,Iran
Wrestling,M,Greco-Roman Featherweight,SILVER,Russia
Wrestling,M,Greco-Roman Featherweight,BRONZE,Greece
Wrestling,M,Greco-Roman Lightweight,GOLD,South Korea
