Sport,Gender,Event,Athlete,Medal,Team
Ice Hockey,M,Ice Hockey,Kenneth Purpur,SILVER,United States
,,,,,
Ice Hockey,M,Ice Hockey,Donald Rigazio,SILVER,United States
,,,,,
Ice Hockey,M,Ice Hockey,Alfred Horne,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Arthur Hurst,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Byrle Klink,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Paul Knox,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Kenneth Laufman,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Howard Lee,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,James Logan,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Floyd Martin,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,John McKenzie,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Donald Rope,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,George Scholes,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Gérald Théberge,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Denis Brodeur,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Charlie Brooker,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,William Colvin,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Robert White,BRONZE,Canada
,,,,,
Ice Hockey,M,Ice Hockey,Keith Woodall,BRONZE,Canada
,,,,,
Modern Pentathlon,M,Individual,Lars Hall,GOLD,Sweden
,,,,,
Modern Pentathlon,M,Individual,Olavi Mannonen,SILVER,Finland
,,,,,
Modern Pentathlon,M,Individual,Wäinö Korhonen,BRONZE,Finland
,,,,,
Modern Pentathlon,M,Team,Ivan Deryugin,GOLD,Soviet Union
,,,,,
Modern Pentathlon,M,Team,Igor Novikov,GOLD,Soviet Union
,,,,,
Modern Pentathlon,M,Team,Alexandr Tarasov,GOLD,Soviet Union
,,,,,
Modern Pentathlon,M,Team,George Lambert,SILVER,United States
,,,,,
Modern Pentathlon,M,Team,Jack Daniels,SILVER,United States
,,,,,
Modern Pentathlon,M,Team,Bill André,SILVER,United States
,,,,,
Modern Pentathlon,M,Team,Wäinö Korhonen,BRONZE,Finland
,,,,,
Modern Pentathlon,M,Team,Berndt Katter,BRONZE,Finland
,,,,,
Modern Pentathlon,M,Team,Olavi Mannonen,BRONZE,Finland
,,,,,
Nordic Combined,M,Individual (15km+Jump),Bengt Eriksson,SILVER,Sweden
,,,,,
Nordic Combined,M,Individual (18km+Jump),Sverre Stenersen,GOLD,Norway
,,,,,
Nordic Combined,M,Individual (18km+Jump),Franciszek Gasienica-Gron,BRONZE,Poland
,,,,,
Rowing,M,Single Sculls,Vyacheslav Ivanov,GOLD,Soviet Union
,,,,,
Rowing,M,Single Sculls,Stuart MacKenzie,SILVER,Australia
,,,,,
Rowing,M,Single Sculls,John Kelly,BRONZE,United States
,,,,,
Rowing,M,Double Sculls,Aleksandr Berkutov,GOLD,Soviet Union
,,,,,
Rowing,M,Double Sculls,Yury Tyukalov,GOLD,Soviet Union
,,,,,
Rowing,M,Double Sculls,Jim Gardiner,SILVER,United States
,,,,,
Rowing,M,Double Sculls,Pat Costello,SILVER,United States
,,,,,
Rowing,M,Double Sculls,Murray Riley,BRONZE,Australia
,,,,,
Rowing,M,Double Sculls,Merv Wood,BRONZE,Australia
,,,,,
Rowing,M,Coxless Pairs,Jim Fifer,GOLD,United States
,,,,,
Rowing,M,Coxless Pairs,Duvall Hecht,GOLD,United States
,,,,,
Rowing,M,Coxless Pairs,Igor Buldakov,SILVER,Soviet Union
,,,,,
Rowing,M,Coxless Pairs,Viktor Ivanov,SILVER,Soviet Union
,,,,,
Rowing,M,Coxless Pairs,Josef Kloimstein,BRONZE,Austria
,,,,,
Rowing,M,Coxless Pairs,Alfred Sageder,BRONZE,Austria
,,,,,
Rowing,M,Coxless Fours,Ignace D'Hondt,GOLD,Canada
,,,,,
Rowing,M,Coxless Fours,Lorne Loomer,GOLD,Canada
,,,,,
Rowing,M,Coxless Fours,Donald Arnold,GOLD,Canada
,,,,,
Rowing,M,Coxless Fours,Archibald McKinnon,GOLD,Canada
,,,,,
Rowing,M,Coxless Fours,James McIntosh,SILVER,United States
,,,,,
Rowing,M,Coxless Fours,Arthur McKinlay,SILVER,United States
,,,,,
Rowing,M,Coxless Fours,John McKinlay,SILVER,United States
,,,,,
Rowing,M,Coxless Fours,John Welchli,SILVER,United States
,,,,,
Rowing,M,Coxless Fours,Yves Delacour,BRONZE,France
,,,,,
Rowing,M,Coxless Fours,Guy Guillabert,BRONZE,France
,,,,,
Rowing,M,Coxless Fours,René Guissart,BRONZE,France
,,,,,
Rowing,M,Coxless Fours,Gaston Mercier,BRONZE,France
,,,,,
Rowing,M,Coxed Pairs,Conn Findlay,GOLD,United States
,,,,,
Rowing,M,Coxed Pairs,Arthur Ayrault,GOLD,United States
,,,,,
Rowing,M,Coxed Pairs,Kurt Seiffert,GOLD,United States
,,,,,
Rowing,M,Coxed Pairs,Karl-Heinrich von Groddeck,SILVER,Germany
,,,,,
Rowing,M,Coxed Pairs,Horst Arndt,SILVER,Germany
,,,,,
Rowing,M,Coxed Pairs,Rainer Borkowsky,SILVER,Germany
,,,,,
Rowing,M,Coxed Pairs,Vladimir Petrov,BRONZE,Soviet Union
,,,,,
Rowing,M,Coxed Pairs,Igor Yemchuk,BRONZE,Soviet Union
,,,,,
Rowing,M,Coxed Pairs,Georgy Zhilin,BRONZE,Soviet Union
,,,,,
Rowing,M,Coxed Fours,Ivo Stefanoni,GOLD,Italy
,,,,,
Rowing,M,Coxed Fours,Romano Sgheiz,GOLD,Italy
,,,,,
Rowing,M,Coxed Fours,Franco Trincavelli,GOLD,Italy
,,,,,
Rowing,M,Coxed Fours,Angelo Vanzin,GOLD,Italy
,,,,,
Rowing,M,Coxed Fours,Alberto Winkler,GOLD,Italy
,,,,,
Rowing,M,Coxed Fours,Ivar Aronsson,SILVER,Sweden
,,,,,
Rowing,M,Coxed Fours,Olle Larsson,SILVER,Sweden
,,,,,
Rowing,M,Coxed Fours,Gösta Eriksson,SILVER,Sweden
,,,,,
Rowing,M,Coxed Fours,Bertil Göransson,SILVER,Sweden
,,,,,
Rowing,M,Coxed Fours,Sven Gunnarsson,SILVER,Sweden
,,,,,
Rowing,M,Coxed Fours,Veli Lehtelä,BRONZE,Finland
,,,,,
Rowing,M,Coxed Fours,Kauko Hänninen,BRONZE,Finland
,,,,,
Rowing,M,Coxed Fours,Matti Niemi,BRONZE,Finland
,,,,,
Rowing,M,Coxed Fours,Toimi Pitkänen,BRONZE,Finland
,,,,,
Rowing,M,Coxed Fours,Reino Poutanen,BRONZE,Finland
,,,,,
Rowing,M,Coxed Eights,Rusty Wailes,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,David Wight,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,Robert Morey,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,William Becklean,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,Donald Beer,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,John Cooke,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,Thomas Charlton,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,Caldwell Esselstyn,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,Charles Grimes,GOLD,United States
,,,,,
Rowing,M,Coxed Eights,Carlton Ogawa,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,Lawrence West,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,Robert Wilson,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,Richard McClure,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,Douglas McDonald,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,William McKerlich,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,David Helliwell,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,Philip Kueber,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,Donald Pretty,SILVER,Canada
,,,,,
Rowing,M,Coxed Eights,Harold Hewitt,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,Adrian Monger,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,Garth Manton,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,James Howden,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,Walter Howell,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,Michael Aikman,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,Angus Benfield,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,David Boykett,BRONZE,Australia
,,,,,
Rowing,M,Coxed Eights,Bryan Doyle,BRONZE,Australia
,,,,,
Sailing,M,Mixed One Person Dinghy,Paul Elvstrøm,GOLD,Denmark
,,,,,
Sailing,M,Mixed One Person Dinghy,André Nelis,SILVER,Belgium
,,,,,
Sailing,M,Mixed One Person Dinghy,John Marvin,BRONZE,United States
,,,,,
Sailing,M,Mixed Two Person Keelboat,Lawrence Low,GOLD,United States
,,,,,
Sailing,M,Mixed Two Person Keelboat,Bert Williams,GOLD,United States
,,,,,
Sailing,M,Mixed Two Person Keelboat,Nicolò Rode,SILVER,Italy
,,,,,
Sailing,M,Mixed Two Person Keelboat,Agostino Straulino,SILVER,Italy
,,,,,
Sailing,M,Mixed Two Person Keelboat,Sloan Farrington,BRONZE,Bahamas
,,,,,
Sailing,M,Mixed Two Person Keelboat,Durward Knowles,BRONZE,Bahamas
,,,,,
Sailing,M,Mixed Three Person Keelboat,Folke Bohlin,GOLD,Sweden
,,,,,
Sailing,M,Mixed Three Person Keelboat,Leif Wikström,GOLD,Sweden
,,,,,
Sailing,M,Mixed Three Person Keelboat,Bengt Palmquist,GOLD,Sweden
,,,,,
Sailing,M,Mixed Three Person Keelboat,Cyril Andresen,SILVER,Denmark
,,,,,
Sailing,M,Mixed Three Person Keelboat,Ole Berntsen,SILVER,Denmark
,,,,,
Sailing,M,Mixed Three Person Keelboat,Christian von Bülow,SILVER,Denmark
,,,,,
Sailing,M,Mixed Three Person Keelboat,Ronald Backus,BRONZE,Great Britain
,,,,,
Sailing,M,Mixed Three Person Keelboat,Graham Mann,BRONZE,Great Britain
,,,,,
Sailing,M,Mixed Three Person Keelboat,Jonathan Janson,BRONZE,Great Britain
,,,,,
Sailing,M,Sharpie 12m_,Jack Cropp,GOLD,New Zealand
,,,,,
Sailing,M,Sharpie 12m_,Peter Mander,GOLD,New Zealand
,,,,,
Sailing,M,Sharpie 12m_,Roland Tasker,SILVER,Australia
,,,,,
Sailing,M,Sharpie 12m_,John Scott,SILVER,Australia
,,,,,
Sailing,M,Sharpie 12m_,Jasper Blackall,BRONZE,Great Britain
,,,,,
Sailing,M,Sharpie 12m_,Terrence Smith,BRONZE,Great Britain
,,,,,
Sailing,M,5_ Meter Class,Lars Thörn,GOLD,Sweden
,,,,,
Sailing,M,5_ Meter Class,Sture Stork,GOLD,Sweden
,,,,,
Sailing,M,5_ Meter Class,Hjalmar Karlsson,GOLD,Sweden
,,,,,
Sailing,M,5_ Meter Class,John Dillon,SILVER,Great Britain
,,,,,
Sailing,M,5_ Meter Class,David Bowker,SILVER,Great Britain
,,,,,
Sailing,M,5_ Meter Class,Robert Perry,SILVER,Great Britain
,,,,,
Sailing,M,5_ Meter Class,Neil Kennedy-Cochran-Patrick,SILVER,Great Britain
,,,,,
Sailing,M,5_ Meter Class,Devereaux Mytton,BRONZE,Australia
,,,,,
Sailing,M,5_ Meter Class,Jock Sturrock,BRONZE,Australia
,,,,,
Sailing,M,5_ Meter Class,Douglas Buxton,BRONZE,Australia
,,,,,
Shooting,M,25m Rapid-Fire Pistol,Stefan Petrescu,GOLD,Romania
,,,,,
Shooting,M,25m Rapid-Fire Pistol,Yevgeny Cherkasov,SILVER,Soviet Union
,,,,,
Shooting,M,25m Rapid-Fire Pistol,Gheorghe Lichiardopol,BRONZE,Romania
,,,,,
Shooting,M,50m Free Pistol,Pentti Linnosvuo,GOLD,Finland
,,,,,
Shooting,M,50m Free Pistol,Makhmud Umarov,SILVER,Soviet Union
,,,,,
Shooting,M,50m Free Pistol,Offutt Pinion,BRONZE,United States
,,,,,
Shooting,M,"50m Small-Bore Rifle, Prone",Gerald Ouellette,GOLD,Canada
,,,,,
Shooting,M,"50m Small-Bore Rifle, Prone",Vasily Borisov,SILVER,Soviet Union
,,,,,
Shooting,M,"50m Small-Bore Rifle, Prone",Gilmour Boa,BRONZE,Canada
,,,,,
Shooting,M,"50m Small-Bore Rifle, Three Positions",Anatoly Bogdanov,GOLD,Soviet Union
,,,,,
Shooting,M,"50m Small-Bore Rifle, Three Positions",Otakar Horínek,SILVER,Czechoslovakia
,,,,,
Shooting,M,"50m Small-Bore Rifle, Three Positions",John Sundberg,BRONZE,Sweden
,,,,,
Shooting,M,100m Running Target Single & Double Shot,Vitaly Romanenko,GOLD,Soviet Union
,,,,,
Shooting,M,100m Running Target Single & Double Shot,Olof Sköldberg,SILVER,Sweden
,,,,,
Shooting,M,100m Running Target Single & Double Shot,Vladimir Sevryugin,BRONZE,Soviet Union
,,,,,
Shooting,M,"300m Free Rifle, 3 Positions",Vasily Borisov,GOLD,Soviet Union
,,,,,
Shooting,M,"300m Free Rifle, 3 Positions",Allan Erdman,SILVER,Soviet Union
,,,,,
Shooting,M,"300m Free Rifle, 3 Positions",Vilho Ylönen,BRONZE,Finland
,,,,,
Shooting,M,Trap,Galliano Rossini,GOLD,Italy
,,,,,
Shooting,M,Trap,Adam Smelczywski,SILVER,Poland
,,,,,
Shooting,M,Trap,Alessandro Ciceri,BRONZE,Italy
,,,,,
Ski Jumping,M,Normal Hill,Antti Hyvärinen,GOLD,Finland
,,,,,
Ski Jumping,M,Normal Hill,Aulis Källakorpi,SILVER,Finland
,,,,,
Ski Jumping,M,Normal Hill,Harry Glaß,BRONZE,Germany
,,,,,
Speed Skating,M,500m,Yevgeny Grishin,GOLD,Soviet Union
,,,,,
Speed Skating,M,500m,Rafael Grach,SILVER,Soviet Union
,,,,,
Speed Skating,M,500m,Alv Gjestvang,BRONZE,Norway
,,,,,
Speed Skating,M,1500m,Yevgeny Grishin,GOLD,Soviet Union
,,,,,
Speed Skating,M,1500m,Yury Mikhaylov,GOLD,Soviet Union
,,,,,
Speed Skating,M,1500m,Toivo Salonen,BRONZE,Finland
,,,,,
Speed Skating,M,5000m,Boris Shilkov,GOLD,Soviet Union
,,,,,
Speed Skating,M,5000m,Sigge Ericsson,SILVER,Sweden
,,,,,
Speed Skating,M,5000m,Oleg Goncharenko,BRONZE,Soviet Union
,,,,,
Speed Skating,M,10000m,Sigge Ericsson,GOLD,Sweden
,,,,,
Speed Skating,M,10000m,Knut Johannesen,SILVER,Norway
,,,,,
Speed Skating,M,10000m,Oleg Goncharenko,BRONZE,Soviet Union
,,,,,
Swimming,M,100m Freestyle,Jon Henricks,GOLD,Australia
,,,,,
Swimming,M,100m Freestyle,John Devitt,SILVER,Australia
,,,,,
Swimming,M,100m Freestyle,Gary Chapman,BRONZE,Australia
,,,,,
Swimming,F,100m Freestyle,Dawn Fraser,GOLD,Australia
,,,,,
Swimming,F,100m Freestyle,Lorraine Crapp,SILVER,Australia
,,,,,
Swimming,F,100m Freestyle,Faith Leech,BRONZE,Australia
,,,,,
Swimming,M,400m Freestyle,Murray Rose,GOLD,Australia
,,,,,
Swimming,M,400m Freestyle,Tsuyoshi Yamanaka,SILVER,Japan
,,,,,
Swimming,M,400m Freestyle,George Breen,BRONZE,United States
,,,,,
Swimming,F,400m Freestyle,Lorraine Crapp,GOLD,Australia
,,,,,
Swimming,F,400m Freestyle,Dawn Fraser,SILVER,Australia
,,,,,
Swimming,F,400m Freestyle,Sylvia Ruuska,BRONZE,United States
,,,,,
Swimming,M,1500m Freestyle,Murray Rose,GOLD,Australia
,,,,,
Swimming,M,1500m Freestyle,Tsuyoshi Yamanaka,SILVER,Japan
,,,,,
Swimming,M,1500m Freestyle,George Breen,BRONZE,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Dawn Fraser,GOLD,Australia
,,,,,
Swimming,F,4x100m Freestyle Relay,Lorraine Crapp,GOLD,Australia
,,,,,
Swimming,F,4x100m Freestyle Relay,Faith Leech,GOLD,Australia
,,,,,
Swimming,F,4x100m Freestyle Relay,Sandra Morgan,GOLD,Australia
,,,,,
Swimming,F,4x100m Freestyle Relay,Margaret Gibson,GOLD,Australia
,,,,,
Swimming,F,4x100m Freestyle Relay,Elizabeth Fraser,GOLD,Australia
,,,,,
Swimming,F,4x100m Freestyle Relay,Joan Rosazza,SILVER,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Sylvia Ruuska,SILVER,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Nancy Simons,SILVER,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Shelley Mann,SILVER,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Betty Brey,SILVER,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Kay Knapp,SILVER,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Marley Shriver,SILVER,United States
,,,,,
Swimming,F,4x100m Freestyle Relay,Moira Abernethy,BRONZE,South Africa
,,,,,
Swimming,F,4x100m Freestyle Relay,Jeanette Myburgh,BRONZE,South Africa
,,,,,
Swimming,F,4x100m Freestyle Relay,Nathalie Myburgh,BRONZE,South Africa
,,,,,
Swimming,F,4x100m Freestyle Relay,Susan Roberts,BRONZE,South Africa
,,,,,
Swimming,M,4x200m Freestyle Relay,Murray Rose,GOLD,Australia
,,,,,
Swimming,M,4x200m Freestyle Relay,Kevin O'Halloran,GOLD,Australia
,,,,,
Swimming,M,4x200m Freestyle Relay,John Devitt,GOLD,Australia
,,,,,
Swimming,M,4x200m Freestyle Relay,Jon Henricks,GOLD,Australia
,,,,,
Swimming,M,4x200m Freestyle Relay,Gary Chapman,GOLD,Australia
,,,,,
Swimming,M,4x200m Freestyle Relay,Graham Hamilton,GOLD,Australia
,,,,,
Swimming,M,4x200m Freestyle Relay,Murray Garretty,GOLD,Australia
,,,,,
Swimming,M,4x200m Freestyle Relay,William Woolsey,SILVER,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,George Breen,SILVER,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Richard Hanley,SILVER,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Ford Konno,SILVER,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Tim Jecko,SILVER,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Sonny Tanabe,SILVER,United States
,,,,,
Swimming,M,4x200m Freestyle Relay,Boris Nikitin,BRONZE,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Gennady Nikolayev,BRONZE,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Vladimir Struzhanov,BRONZE,Soviet Union
,,,,,
Swimming,M,4x200m Freestyle Relay,Vitaly Sorokin,BRONZE,Soviet Union
,,,,,
Swimming,M,100m Backstroke,David Theile,GOLD,Australia
,,,,,
Swimming,M,100m Backstroke,John Monckton,SILVER,Australia
,,,,,
Swimming,M,100m Backstroke,Frank McKinney,BRONZE,United States
,,,,,
Swimming,F,100m Backstroke,Judy Grinham,GOLD,Great Britain
,,,,,
Swimming,F,100m Backstroke,Carin Cone,SILVER,United States
,,,,,
Swimming,F,100m Backstroke,Margaret Edwards,BRONZE,Great Britain
,,,,,
Swimming,F,100m Butterfly,Shelley Mann,GOLD,United States
,,,,,
Swimming,F,100m Butterfly,Nancy Ramey,SILVER,United States
,,,,,
Swimming,F,100m Butterfly,Mary Sears,BRONZE,United States
,,,,,
Swimming,M,200m Breaststroke,Masaru Furukawa,GOLD,Japan
,,,,,
Swimming,M,200m Breaststroke,Masahiro Yoshimura,SILVER,Japan
,,,,,
Swimming,M,200m Breaststroke,Kharis Yunichev,BRONZE,Soviet Union
,,,,,
Swimming,F,200m Breaststroke,Ursula Happe,GOLD,Germany
,,,,,
Swimming,F,200m Breaststroke,Éva Székely,SILVER,Hungary
,,,,,
Swimming,F,200m Breaststroke,Eva-Maria ten Elsen,BRONZE,Germany
,,,,,
Swimming,M,200m Butterfly,William Yorzyk,GOLD,United States
,,,,,
Swimming,M,200m Butterfly,Takashi Ishimoto,SILVER,Japan
,,,,,
Swimming,M,200m Butterfly,György Tumpek,BRONZE,Hungary
,,,,,
Water Polo,M,Team,István Szivós,GOLD,Hungary
,,,,,
Water Polo,M,Team,Mihály Mayer,GOLD,Hungary
,,,,,
Water Polo,M,Team,Ervin Zádor,GOLD,Hungary
,,,,,
Water Polo,M,Team,Kálmán Markovits,GOLD,Hungary
,,,,,
Water Polo,M,Team,Dezsõ Gyarmati,GOLD,Hungary
,,,,,
Water Polo,M,Team,Antal Bolvári,GOLD,Hungary
,,,,,
Water Polo,M,Team,Ottó Boros,GOLD,Hungary
,,,,,
Water Polo,M,Team,István Hevesi,GOLD,Hungary
,,,,,
Water Polo,M,Team,László Jeney,GOLD,Hungary
,,,,,
Water Polo,M,Team,Tivadar Kanizsa,GOLD,Hungary
,,,,,
Water Polo,M,Team,György Kárpáti,GOLD,Hungary
,,,,,
Water Polo,M,Team,Zdravko Kovacic,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Ivo Cipci,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Tomislav Franjkovic,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Vladimir Ivkovic,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Zdravko Jezic,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Hrvoje Kacic,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Marijan Zuzej,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Lovro Radonjic,SILVER,Yugoslavia
,,,,,
Water Polo,M,Team,Yury Shlyapin,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Mikhail Ryzhak,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Valentin Prokopov,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Pyotr Mshvenieradze,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Boris Markarov,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Viktor Ageyev,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Pyotr Breus,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Boris Goykhman,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Nodar Gvakhariya,BRONZE,Soviet Union
,,,,,
Water Polo,M,Team,Vyacheslav Kurennoy,BRONZE,Soviet Union
,,,,,
Weightlifting,M,Bantamweight,Charles Vinci,GOLD,United States
,,,,,
Weightlifting,M,Bantamweight,Vladimir Stogov,SILVER,Soviet Union
,,,,,
Weightlifting,M,Bantamweight,Mahmoud Namjou,BRONZE,Iran
,,,,,
Weightlifting,M,Featherweight,Isaac Berger,GOLD,United States
,,,,,
Weightlifting,M,Featherweight,Yevgeny Minayev,SILVER,Soviet Union
,,,,,
Weightlifting,M,Featherweight,Marian Zieliwski,BRONZE,Poland
,,,,,
Weightlifting,M,Lightweight,Igor Rybak,GOLD,Soviet Union
,,,,,
Weightlifting,M,Lightweight,Ravel Khabutdinov,SILVER,Soviet Union
,,,,,
Weightlifting,M,Lightweight,Chang-Hi Kim,BRONZE,South Korea
,,,,,
Weightlifting,M,Middleweight,Fyodor Bogdanovsky,GOLD,Soviet Union
,,,,,
Weightlifting,M,Middleweight,Peter George,SILVER,United States
,,,,,
Weightlifting,M,Middleweight,Ermanno Pignatti,BRONZE,Italy
,,,,,
Weightlifting,M,Light Heavyweight,Tommy Kono,GOLD,United States
,,,,,
Weightlifting,M,Light Heavyweight,Vassili Stepanov,SILVER,Soviet Union
,,,,,
Weightlifting,M,Light Heavyweight,James George,BRONZE,United States
,,,,,
Weightlifting,M,Middle Heavyweight,Arkady Vorobyev,GOLD,Soviet Union
,,,,,
Weightlifting,M,Middle Heavyweight,David Sheppard,SILVER,United States
,,,,,
Weightlifting,M,Middle Heavyweight,Jean Debuf,BRONZE,France
,,,,,
Weightlifting,M,Heavyweight,Paul Anderson,GOLD,United States
,,,,,
Weightlifting,M,Heavyweight,Humberto Selvetti,SILVER,Argentina
,,,,,
Weightlifting,M,Heavyweight,Alberto Pigaiani,BRONZE,Italy
,,,,,
Wrestling,M,Freestyle Flyweight,Mirian Tsalkalamanidze,GOLD,Soviet Union
,,,,,
Wrestling,M,Freestyle Flyweight,Mohammad Ali Khojastépour,SILVER,Iran
,,,,,
Wrestling,M,Freestyle Flyweight,Hüseyin Akbas,BRONZE,Turkey
,,,,,
Wrestling,M,Freestyle Bantamweight,Mustafa Dagistanli,GOLD,Turkey
,,,,,
Wrestling,M,Freestyle Bantamweight,Mohammad Mehdi Yaghoubi,SILVER,Iran
,,,,,
Wrestling,M,Freestyle Bantamweight,Mikhail Shakhov,BRONZE,Soviet Union
,,,,,
Wrestling,M,Freestyle Featherweight,Shozo Sasahara,GOLD,Japan
,,,,,
Wrestling,M,Freestyle Featherweight,Joseph Mewis,SILVER,Belgium
,,,,,
Wrestling,M,Freestyle Featherweight,Erkki Penttilä,BRONZE,Finland
,,,,,
Wrestling,M,Freestyle Lightweight,Emamali Habibi Goudarzi,GOLD,Iran
,,,,,
Wrestling,M,Freestyle Lightweight,Shigeru Kasahara,SILVER,Japan
,,,,,
Wrestling,M,Freestyle Lightweight,Alimberg Bestayev,BRONZE,Soviet Union
,,,,,
Wrestling,M,Freestyle Welterweight,Mitsuo Ikeda,GOLD,Japan
,,,,,
Wrestling,M,Freestyle Welterweight,Ibrahim Zengin,SILVER,Turkey
,,,,,
Wrestling,M,Freestyle Welterweight,Vakhtang Balavadze,BRONZE,Soviet Union
,,,,,
Wrestling,M,Freestyle Middleweight,Nikola Stanchev,GOLD,Bulgaria
,,,,,
Wrestling,M,Freestyle Middleweight,Daniel Hodge,SILVER,United States
,,,,,
Wrestling,M,Freestyle Middleweight,Georgy Skhirtladze,BRONZE,Soviet Union
,,,,,
Wrestling,M,Freestyle Light Heavyweight,Gholam Reza Takhti,GOLD,Iran
,,,,,
Wrestling,M,Freestyle Light Heavyweight,Boris Kulayev,SILVER,Soviet Union
,,,,,
Wrestling,M,Freestyle Light Heavyweight,Peter Blair,BRONZE,United States
,,,,,
Wrestling,M,Freestyle Heavyweight,Hamit Kaplan,GOLD,Turkey
,,,,,
Wrestling,M,Freestyle Heavyweight,Yusein Mekhmedov,SILVER,Bulgaria
,,,,,
Wrestling,M,Freestyle Heavyweight,Taisto Kangasniemi,BRONZE,Finland
,,,,,
Wrestling,M,Greco-Roman Flyweight,Nikolay Solovyov,GOLD,Soviet Union
,,,,,
Wrestling,M,Greco-Roman Flyweight,Ignazio Fabra,SILVER,Italy
,,,,,
Wrestling,M,Greco-Roman Flyweight,Dursun Ali Egribas,BRONZE,Turkey
,,,,,
Wrestling,M,Greco-Roman Bantamweight,Konstantin Vyrupayev,GOLD,Soviet Union
,,,,,
Wrestling,M,Greco-Roman Bantamweight,Edvin Vesterby,SILVER,Sweden
,,,,,
Wrestling,M,Greco-Roman Bantamweight,Francisc Horvat,BRONZE,Romania
,,,,,
Wrestling,M,Greco-Roman Featherweight,Rauno Mäkinen,GOLD,Finland
,,,,,
Wrestling,M,Greco-Roman Featherweight,Imre Polyák,SILVER,Hungary
,,,,,
Wrestling,M,Greco-Roman Featherweight,Roman Dzeneladze,BRONZE,Soviet Union
,,,,,
